query,status,ms,results
q00188.rq,OK,65.1,100000
q00189.rq,OK,86.2,100000
q00190.rq,OK,1267.2,100000
q00191.rq,OK,983.4,100000
q00192.rq,OK,922.1,100000
q00193.rq,OK,147.8,100000
q00194.rq,OK,606.9,100000
q00195.rq,OK,6.1,5
q00196.rq,OK,48.8,100000
q00197.rq,OK,870.5,100000
q00198.rq,OK,50.8,100000
q00199.rq,OK,1.0,3
q00200.rq,OK,46.0,100000
q00201.rq,OK,872.4,100000
q00202.rq,OK,5.4,29
q00203.rq,OK,96.7,100000
q00204.rq,OK,0.8,0
q00205.rq,OK,422.2,100000
q00206.rq,OK,46.9,100000
q00207.rq,OK,49.7,100000
q00208.rq,OK,1.1,60
q00209.rq,OK,811.2,100000
q00210.rq,OK,325.5,9121
q00211.rq,OK,118.1,100000
q00212.rq,OK,379.9,58457
q00213.rq,OK,138.0,100000
q00214.rq,OK,119.5,100000
q00215.rq,OK,301.9,100000
q00216.rq,OK,149.5,98
q00217.rq,OK,44.6,31168
q00218.rq,OK,238.9,100000
q00219.rq,OK,235.1,100000
q00220.rq,OK,242.1,100000
q00221.rq,OK,305.3,100000
q00222.rq,OK,84.0,100000
q00223.rq,OK,137.5,100000
q00224.rq,OK,146.1,100000
q00225.rq,OK,1114.7,100000
q00226.rq,OK,140.9,100000
q00227.rq,OK,442.9,100000
q00228.rq,OK,3.7,714
q00229.rq,OK,61.4,100000
q00230.rq,OK,130.8,100000
q00231.rq,OK,61.7,100000
q00232.rq,OK,934.3,100000
q00233.rq,OK,956.4,100000
q00234.rq,OK,87.3,100000
q00235.rq,OK,54.7,100000
q00236.rq,OK,51.3,100000
q00237.rq,OK,1011.6,100000
q00238.rq,OK,86.9,56333
q00239.rq,OK,123.8,100000
q00240.rq,OK,95.4,100000
q00241.rq,OK,992.7,100000
q00242.rq,OK,1021.5,100000
q00243.rq,OK,118.8,100000
q00244.rq,OK,184.1,100000
q00245.rq,OK,101.7,100000
q00246.rq,OK,104.5,100000
q00247.rq,OK,48.2,100000
q00248.rq,OK,116.7,100000
q00249.rq,OK,93.6,100000
q00250.rq,OK,105.5,100000
q00251.rq,OK,104.7,100000
q00252.rq,OK,49.7,100000
q00253.rq,OK,69.2,17973
q00254.rq,OK,164.2,100000
q00255.rq,ERROR,227.2,0
q00256.rq,ERROR,415.8,0
q00257.rq,OK,70.1,100000
q00258.rq,OK,69.2,100000
q00259.rq,OK,243.3,100000
q00260.rq,OK,1108.0,100000
q00261.rq,OK,126.9,100000
q00262.rq,OK,130.1,100000
q00263.rq,OK,56.9,100000
q00264.rq,OK,9.9,2509
q00265.rq,OK,200.2,100000
q00266.rq,OK,194.0,100000
q00267.rq,OK,163.0,100000
q00268.rq,OK,162.4,100000
q00269.rq,OK,87.9,100000
q00270.rq,OK,120.1,100000
q00271.rq,OK,81.6,100000
q00272.rq,TIMEOUT,60000.0,0
q00273.rq,TIMEOUT,60000.0,0
q00274.rq,OK,233.0,100000
q00275.rq,OK,368.5,100000
q00276.rq,OK,2.9,0
q00277.rq,OK,276.4,100000
q00278.rq,OK,314.7,100000
q00279.rq,OK,1857.1,100000
q00280.rq,OK,8.6,2722
q00281.rq,OK,344.6,100000
q00282.rq,OK,398.7,100000
q00283.rq,OK,96.6,100000
q00284.rq,OK,339.8,100000
q00285.rq,OK,1152.6,100000
q00286.rq,OK,4.1,585
q00287.rq,OK,0.9,0
q00288.rq,OK,377.6,100000
q00289.rq,OK,425.6,100000
q00290.rq,OK,165.5,100000
q00291.rq,OK,223.1,100000
q00292.rq,OK,627.3,100000
q00293.rq,OK,709.6,100000
q00294.rq,OK,4.6,932
q00295.rq,OK,2.0,1791
q00296.rq,OK,86.9,100000
q00297.rq,OK,1490.2,100000
q00298.rq,OK,5.6,25
q00299.rq,OK,586.3,100000
q00300.rq,OK,49.4,2393
q00301.rq,OK,632.9,100000
q00302.rq,OK,6.3,13
q00303.rq,OK,893.4,100000
q00304.rq,OK,676.5,100000
q00305.rq,OK,3.7,358
q00306.rq,OK,374.7,100000
q00307.rq,OK,1504.3,100000
q00308.rq,OK,13.2,124
q00309.rq,OK,910.3,100000
q00310.rq,OK,134.6,100000
q00311.rq,OK,177.0,100000
q00312.rq,OK,149.3,100000
q00313.rq,OK,1106.4,100000
q00314.rq,OK,10.4,159
q00315.rq,OK,133.8,100000
q00316.rq,OK,17.1,167
q00317.rq,OK,1337.1,100000
q00318.rq,OK,31.2,3402
q00319.rq,OK,0.7,21
q00320.rq,OK,97.8,100000
q00321.rq,OK,267.3,100000
q00322.rq,OK,102.3,100000
q00323.rq,OK,1.0,112
q00324.rq,OK,33.1,430
q00325.rq,OK,103.0,100000
q00326.rq,OK,159.5,12026
q00327.rq,OK,1957.1,100000
q00328.rq,OK,26.8,580
q00329.rq,OK,101.2,100000
q00330.rq,OK,84.1,100000
q00331.rq,OK,230.6,100000
q00332.rq,OK,432.2,100000
q00333.rq,OK,355.6,100000
q00334.rq,OK,6.7,665
q00335.rq,OK,96.1,100000
q00336.rq,OK,37.0,5683
q00337.rq,OK,278.4,100000
q00338.rq,OK,57420.6,100000
q00339.rq,OK,56.4,51224
q00340.rq,OK,70.2,100000
q00341.rq,OK,48.8,100000
q00342.rq,OK,51.5,100000
q00343.rq,OK,123.3,100000
q00344.rq,OK,22.6,13319
q00345.rq,OK,13.7,8760
q00346.rq,OK,3264.8,51
q00347.rq,OK,3232.5,1
q00348.rq,OK,12.2,4814
q00349.rq,OK,320.0,100000
q00350.rq,OK,1.0,75
q00351.rq,OK,941.8,100000
q00352.rq,OK,79.7,100000
q00353.rq,OK,1741.9,12203
q00354.rq,OK,3725.5,13087
q00355.rq,OK,1285.3,100000
q00356.rq,OK,3724.3,8504
q00357.rq,OK,4515.7,1327
q00358.rq,OK,4907.5,109
q00359.rq,OK,173.3,100000
q00360.rq,OK,3274.1,10
q00361.rq,OK,410.1,100000
q00362.rq,OK,0.9,0
q00363.rq,OK,284.5,100000
q00364.rq,OK,252.8,100000
q00365.rq,OK,250.0,100000
q00366.rq,OK,254.0,100000
q00367.rq,OK,5.6,4061
q00368.rq,OK,409.2,100000
q00369.rq,OK,86.0,100000
q00370.rq,OK,106.9,100000
q00371.rq,OK,33.3,36205
q00372.rq,OK,410.5,100000
q00373.rq,OK,3.4,32
q00374.rq,OK,1012.3,100000
q00375.rq,OK,930.9,100000
q00376.rq,OK,5.4,128
q00377.rq,OK,1029.9,100000
q00378.rq,OK,282.1,100000
q00379.rq,OK,297.9,100000
q00380.rq,OK,1.0,40
q00381.rq,OK,70.7,13307
q00382.rq,OK,0.8,58
q00383.rq,OK,152.6,76131
q00384.rq,OK,175.8,76131
q00385.rq,OK,575.4,100000
q00386.rq,OK,625.8,100000
q00387.rq,OK,931.5,100000
q00388.rq,OK,2.4,149
q00389.rq,OK,0.8,149
q00390.rq,OK,0.6,149
q00391.rq,OK,481.1,100000
q00392.rq,OK,548.3,100000
q00393.rq,OK,1.5,179
q00394.rq,OK,603.0,100000
q00395.rq,OK,565.6,100000
q00396.rq,OK,582.4,100000
q00397.rq,OK,412.7,100000
q00398.rq,OK,423.6,100000
q00399.rq,OK,598.5,100000
q00400.rq,OK,424.5,100000
q00401.rq,OK,423.1,100000
q00402.rq,OK,425.5,100000
q00403.rq,OK,421.3,100000
q00404.rq,OK,421.6,100000
q00405.rq,OK,0.9,0
q00406.rq,OK,408.3,100000
q00407.rq,OK,403.3,100000
q00408.rq,OK,1629.0,100000
q00409.rq,OK,0.8,0
q00410.rq,OK,404.6,100000
q00411.rq,OK,415.7,100000
q00412.rq,OK,77.6,100000
q00413.rq,OK,91.2,100000
q00414.rq,OK,178.8,100000
q00415.rq,OK,864.5,100000
q00416.rq,OK,141.7,100000
q00417.rq,OK,133.7,100000
q00418.rq,OK,187.8,100000
q00419.rq,OK,96.1,100000
q00420.rq,OK,131.0,100000
q00421.rq,OK,1111.5,100000
q00422.rq,OK,919.8,100000
q00423.rq,OK,838.3,100000
q00424.rq,OK,389.3,100000
q00425.rq,OK,438.0,100000
q00426.rq,OK,989.8,100000
q00427.rq,OK,8.4,340
q00428.rq,OK,300.5,100000
q00429.rq,OK,295.1,100000
q00430.rq,OK,306.0,100000
q00431.rq,OK,224.0,100000
q00432.rq,OK,970.8,100000
q00433.rq,OK,927.6,100000
q00434.rq,OK,395.8,100000
q00435.rq,OK,270.1,100000
q00436.rq,OK,894.1,100000
q00437.rq,OK,31.2,4033
q00438.rq,OK,2.2,0
q00439.rq,OK,179.8,100000
q00440.rq,OK,207.4,100000
q00441.rq,OK,909.1,100000
q00442.rq,OK,905.2,100000
q00443.rq,OK,152.1,100000
q00444.rq,OK,77.3,100000
q00445.rq,OK,254.3,100000
q00446.rq,OK,255.9,100000
q00447.rq,OK,202.2,100000
q00448.rq,OK,135.2,100000
q00449.rq,ERROR,473.5,0
q00450.rq,OK,76.8,16069
q00451.rq,OK,339.9,100000
q00452.rq,OK,207.1,100000
q00453.rq,OK,85.9,100000
q00454.rq,OK,179.3,100000
q00455.rq,OK,78.4,100000
q00456.rq,OK,125.8,100000
q00457.rq,OK,8.3,762
q00458.rq,OK,1.9,84
q00459.rq,OK,89.6,100000
q00460.rq,OK,131.4,100000
q00461.rq,OK,55.5,100000
q00462.rq,OK,55.8,100000
q00463.rq,OK,52.4,100000
q00464.rq,OK,101.8,100000
q00465.rq,OK,124.8,100000
q00466.rq,OK,119.6,100000
q00467.rq,OK,74.9,100000
q00468.rq,OK,338.2,100000
q00469.rq,OK,189.3,100000
q00470.rq,OK,1.0,95
q00471.rq,OK,155.6,100000
q00472.rq,OK,140.8,100000
q00473.rq,OK,982.6,22
q00474.rq,OK,0.5,7
q00475.rq,OK,121.1,100000
q00476.rq,OK,14.6,7213
q00477.rq,OK,1.6,851
q00478.rq,OK,1.4,667
q00479.rq,OK,0.2,0
q00480.rq,OK,0.2,0
q00481.rq,OK,179.0,100000
q00482.rq,OK,94.0,100000
q00483.rq,OK,73.1,100000
q00484.rq,OK,0.9,2
q00485.rq,OK,1.6,67
q00486.rq,OK,18.2,2567
q00487.rq,OK,889.5,100000
q00488.rq,OK,0.8,0
q00489.rq,OK,89.4,100000
q00490.rq,OK,76.7,100000
q00491.rq,OK,2.0,0
q00492.rq,OK,149.2,100000
q00493.rq,OK,91.8,100000
q00494.rq,OK,205.0,100000
q00495.rq,OK,130.9,100000
q00496.rq,OK,233.7,100000
q00497.rq,OK,156.0,100000
q00498.rq,OK,128.1,100000
q00499.rq,OK,84.3,100000
q00500.rq,OK,52.4,100000
q00501.rq,OK,86.2,100000
q00502.rq,OK,27.4,21638
q00503.rq,OK,95.6,100000
q00504.rq,OK,100.7,100000
q00505.rq,OK,84.1,100000
q00506.rq,OK,5.9,155
q00507.rq,OK,75.6,100000
q00508.rq,OK,99.0,100000
q00509.rq,OK,78.8,100000
q00510.rq,OK,79.1,100000
q00511.rq,OK,0.8,0
q00512.rq,OK,184.8,100000
q00513.rq,OK,144.8,100000
q00514.rq,OK,422.1,100000
q00515.rq,OK,86.1,39307
q00516.rq,OK,206.3,100000
q00517.rq,OK,225.0,100000
q00518.rq,ERROR,1173.0,0
q00519.rq,OK,0.9,180
q00520.rq,ERROR,614.8,0
q00521.rq,OK,210.5,100000
q00522.rq,OK,56.9,100000
q00523.rq,OK,0.9,0
q00524.rq,OK,0.8,291
q00525.rq,OK,128.9,100000
q00526.rq,OK,4.7,1105
q00527.rq,OK,111.8,100000
q00528.rq,OK,126.5,100000
q00529.rq,OK,1.0,33
q00530.rq,OK,131.6,100000
q00531.rq,OK,183.7,100000
q00532.rq,OK,55.0,100000
q00533.rq,OK,289.7,100000
q00534.rq,OK,92.7,100000
q00535.rq,OK,863.5,100000
q00536.rq,OK,2.7,2
q00537.rq,OK,862.6,100000
q00538.rq,OK,62.0,100000
q00539.rq,OK,866.0,100000
q00540.rq,OK,20.8,24594
q00541.rq,OK,96.5,100000
q00542.rq,OK,57.5,100000
q00543.rq,OK,51.2,100000
q00544.rq,OK,70.9,100000
q00545.rq,ERROR,131.8,0
q00546.rq,ERROR,2550.3,0
q00547.rq,ERROR,419.3,0
q00548.rq,OK,365.2,100000
q00549.rq,OK,0.8,0
q00550.rq,OK,0.3,0
q00551.rq,OK,3.9,50
q00552.rq,OK,0.4,7
q00553.rq,OK,125.2,100000
q00554.rq,OK,56.5,100000
